event_date,entry_date,exit_date,event_type,surprise,surprise_pct,signal,entry_price,exit_price,pnl_gross,cost,pnl_net,stopped,holding_days,stop_type,stop_pct,config
2020-06-05,2020-06-08,2020-06-10,NFP,10009.0,-133.45333333333335,-1,300.8077459274235,334.9646301269531,-10.19716146943156,0.3,-10.49716146943156,True,2,close,3,Close stop 3%
2020-05-08,2020-05-11,2020-05-13,NFP,500.0,-2.380952380952381,-1,354.25950920336834,365.90582275390625,-3.182871882957372,0.3,-3.482871882957372,True,2,close,3,Close stop 3%
2020-04-03,2020-04-06,2020-04-08,NFP,-601.0,601.0,1,381.2027472465899,367.5572509765625,-3.5795902229425747,0.3,-3.8795902229425745,True,2,close,3,Close stop 3%
2020-03-06,2020-03-09,2020-03-12,NFP,98.0,56.00000000000001,-1,500.9469297715622,355.52744185873104,40.902465124088415,0.3,40.60246512408842,False,2,close,3,Close stop 3%
2020-02-07,2020-02-10,2020-02-13,NFP,60.0,36.36363636363637,-1,273.58274215854266,264.3910412013621,3.476555376239121,0.3,3.176555376239121,False,2,close,3,Close stop 3%
2024-10-10,2024-10-11,2024-10-15,CPI,0.10000000000000009,4.347826086956526,-1,48.204685808459956,50.42596435546875,-4.405029383970316,0.3,-4.705029383970316,True,2,close,3,Close stop 3%
2024-09-11,2024-09-12,2024-09-17,CPI,-0.10000000000000009,-3.8461538461538494,1,59.84978440790846,61.72069337240985,3.1260078595273466,0.3,2.826007859527347,False,2,close,3,Close stop 3%
2024-08-14,2024-08-15,2024-08-20,CPI,-0.10000000000000009,-3.333333333333336,1,53.196627975081945,56.34661899260603,5.921411069512872,0.3,5.621411069512872,False,2,close,3,Close stop 3%
2024-07-11,2024-07-12,2024-07-17,CPI,-0.10000000000000009,-3.2258064516129057,1,49.015734147184965,49.559819986282896,1.1100228295349845,0.3,0.8100228295349845,False,2,close,3,Close stop 3%
2024-06-12,2024-06-13,2024-06-18,CPI,-0.10000000000000009,-2.941176470588238,1,48.87980987519148,49.826539430721276,1.9368519598319978,0.3,1.6368519598319977,False,2,close,3,Close stop 3%
2024-04-10,2024-04-11,2024-04-16,CPI,0.10000000000000009,2.941176470588238,-1,45.10233964220242,41.59942591358117,8.420581899130575,0.3,8.120581899130574,False,2,close,3,Close stop 3%
2024-03-12,2024-03-13,2024-03-18,CPI,0.10000000000000009,3.2258064516129057,-1,51.861463190811214,48.88827708307593,6.081593144882058,0.3,5.781593144882058,False,2,close,3,Close stop 3%
2024-02-13,2024-02-14,2024-02-20,CPI,0.20000000000000018,6.896551724137938,-1,48.4836940583035,49.16113641995833,-1.3780038684781282,0.3,-1.6780038684781282,False,2,close,3,Close stop 3%
2024-01-11,2024-01-12,2024-01-18,CPI,0.19999999999999973,6.249999999999992,-1,56.43415951778417,52.331910467991385,7.838905579993893,0.3,7.5389055799938935,False,2,close,3,Close stop 3%
2023-11-14,2023-11-15,2023-11-20,CPI,-0.09999999999999964,-3.0303030303030196,1,44.63919016022738,45.47967793591277,1.8828472753841474,0.3,1.5828472753841474,False,2,close,3,Close stop 3%
2023-10-12,2023-10-13,2023-10-18,CPI,0.10000000000000009,2.77777777777778,-1,43.238380432128906,38.5690075103432,12.106541555505434,0.3,11.806541555505433,False,2,close,3,Close stop 3%
2023-09-13,2023-09-14,2023-09-19,CPI,0.10000000000000009,2.77777777777778,-1,54.24998616821242,52.670512287312214,2.99878207427402,0.3,2.6987820742740203,False,2,close,3,Close stop 3%
2023-08-10,2023-08-11,2023-08-16,CPI,-0.09999999999999964,-3.0303030303030196,1,56.93471089995438,54.52771759033203,-4.227637712698529,0.3,-4.527637712698529,True,2,close,3,Close stop 3%
2023-07-12,2023-07-13,2023-07-18,CPI,-0.10000000000000009,-3.2258064516129057,1,69.15484448106056,70.08062040233608,1.3387000263286764,0.3,1.0387000263286763,False,2,close,3,Close stop 3%
2023-06-13,2023-06-14,2023-06-20,CPI,-0.09999999999999964,-2.439024390243894,1,70.39576742329596,73.15639122197594,3.921576395467219,0.3,3.621576395467219,False,2,close,3,Close stop 3%
2023-05-10,2023-05-11,2023-05-15,CPI,-0.09999999999999964,-1.9999999999999927,1,78.67762582592238,74.07659149169922,-5.847957771886946,0.3,-6.147957771886946,True,2,close,3,Close stop 3%
2023-04-12,2023-04-13,2023-04-17,CPI,-0.20000000000000018,-3.8461538461538494,1,83.73874966756405,76.28509521484375,-8.90108161670755,0.3,-9.201081616707551,True,2,close,3,Close stop 3%
2023-02-14,2023-02-15,2023-02-21,CPI,0.20000000000000018,3.2258064516129057,-1,77.17630546932328,71.40185272506643,8.087258977006439,0.3,7.787258977006439,False,2,close,3,Close stop 3%
2022-12-13,2022-12-14,2022-12-19,CPI,-0.20000000000000018,-2.739726027397263,1,88.54206915667308,83.25326538085938,-5.973210052788913,0.3,-6.2732100527889125,True,2,close,3,Close stop 3%
2022-11-10,2022-11-11,2022-11-16,CPI,-0.20000000000000018,-2.531645569620255,1,66.83968667635486,71.76375316899893,7.366980214145746,0.3,7.0669802141457465,False,2,close,3,Close stop 3%
2022-10-13,2022-10-14,2022-10-19,CPI,0.09999999999999964,1.2345679012345634,-1,73.13156799123543,66.74851675187335,9.562836074829972,0.3,9.262836074829972,False,2,close,3,Close stop 3%
2022-09-13,2022-09-14,2022-09-19,CPI,0.20000000000000107,2.469135802469149,-1,91.3134910661508,90.31404832596458,1.1066304287224549,0.3,0.8066304287224548,False,2,close,3,Close stop 3%
2022-08-10,2022-08-11,2022-08-15,CPI,-0.1999999999999993,-2.2988505747126355,1,118.7529724294852,114.30087280273438,-3.7490426855584236,0.3,-4.049042685558423,True,2,close,3,Close stop 3%
2022-07-13,2022-07-14,2022-07-19,CPI,0.29999999999999893,3.409090909090897,-1,114.21001714532352,113.57399831682672,0.5600039075163599,0.3,0.2600039075163599,False,2,close,3,Close stop 3%
2022-06-10,2022-06-13,2022-06-16,CPI,0.29999999999999893,3.614457831325288,-1,104.96894932534977,96.26684691350329,9.039563142299034,0.3,8.739563142299033,False,2,close,3,Close stop 3%
2022-05-11,2022-05-12,2022-05-17,CPI,0.20000000000000107,2.469135802469149,-1,125.4550994121891,114.94010458361738,9.148238438326972,0.3,8.848238438326971,False,2,close,3,Close stop 3%
2022-04-12,2022-04-13,2022-04-19,CPI,0.09999999999999964,1.1904761904761862,-1,143.22187607822357,129.7155423144457,10.412270976007587,0.3,10.112270976007586,False,2,close,3,Close stop 3%
2022-02-10,2022-02-11,2022-02-16,CPI,0.20000000000000018,2.739726027397263,-1,200.16972893434345,195.64098299738978,2.3148247711544556,0.3,2.014824771154456,False,2,close,3,Close stop 3%
2021-11-10,2021-11-11,2021-11-16,CPI,0.2999999999999998,5.0847457627118615,-1,258.84431319237547,244.26283737621839,5.969584228524449,0.3,5.6695842285244495,False,2,close,3,Close stop 3%
2021-10-13,2021-10-14,2021-10-19,CPI,0.10000000000000053,1.8867924528301987,-1,243.53827325723063,239.64386968036027,1.625079574146726,0.3,1.325079574146726,False,2,close,3,Close stop 3%
2021-08-11,2021-08-12,2021-08-16,CPI,0.10000000000000053,1.8867924528301987,-1,248.38788159270374,262.5141906738281,-5.381160174566036,0.3,-5.681160174566036,True,2,close,3,Close stop 3%
2021-07-13,2021-07-14,2021-07-16,CPI,0.5,10.20408163265306,-1,248.75015682610842,260.1597595214844,-4.38561394596989,0.3,-4.68561394596989,True,2,close,3,Close stop 3%
2021-06-10,2021-06-11,2021-06-16,CPI,0.2999999999999998,6.382978723404251,-1,230.87714138632947,226.2613611633137,2.040021415624804,0.3,1.7400214156248042,False,2,close,3,Close stop 3%
2021-05-12,2021-05-13,2021-05-18,CPI,0.6000000000000001,16.666666666666668,-1,200.7390980750769,203.09219866895214,-1.1586366238079293,0.3,-1.4586366238079294,False,2,close,3,Close stop 3%
2021-04-13,2021-04-14,2021-04-19,CPI,0.10000000000000009,4.0000000000000036,-1,210.5135955810547,213.50022736315023,-1.3988892747245019,0.3,-1.698889274724502,False,2,close,3,Close stop 3%
2021-02-10,2021-02-11,2021-02-16,CPI,-0.10000000000000009,-6.666666666666672,1,270.6077425602074,245.4644012451172,-9.291434560301271,0.3,-9.591434560301272,True,2,close,3,Close stop 3%
2021-01-13,2021-01-14,2021-01-20,CPI,0.09999999999999987,7.692307692307682,-1,286.9781321490843,282.9986307139781,1.40619105649602,0.3,1.10619105649602,False,2,close,3,Close stop 3%
2020-10-13,2020-10-14,2020-10-19,CPI,0.09999999999999987,7.692307692307682,-1,341.2224982713594,329.57605005115266,3.5337665520292383,0.3,3.2337665520292385,False,2,close,3,Close stop 3%
2020-06-10,2020-06-11,2020-06-16,CPI,-0.1,-50.0,1,349.913842706137,330.0106201171875,-5.68803521318948,0.3,-5.988035213189479,True,2,close,3,Close stop 3%
2020-04-10,2020-04-13,2020-04-16,CPI,-0.10000000000000009,-6.250000000000005,1,363.2116152118612,394.0659149619198,8.494854915931382,0.3,8.194854915931382,False,2,close,3,Close stop 3%
2020-03-11,2020-03-12,2020-03-16,CPI,0.09999999999999964,4.545454545454529,-1,355.52744185873104,373.9108581542969,-4.916523790271898,0.3,-5.216523790271898,True,2,close,3,Close stop 3%
2020-02-13,2020-02-14,2020-02-20,CPI,0.10000000000000009,4.1666666666666705,-1,271.41489992055836,282.0806884765625,-3.7811126361067204,0.3,-4.08111263610672,True,2,close,3,Close stop 3%
2024-11-01,2024-11-04,2024-11-06,NFP,-88.0,-88.0,1,46.28149619632034,43.16593551635742,-6.731763093282672,0.3,-7.031763093282672,True,2,close,5,Close stop 5%
2024-10-04,2024-10-07,2024-10-10,NFP,114.0,81.42857142857143,-1,50.67597586745183,48.85856391160224,3.7197408403934373,0.3,3.4197408403934375,False,2,close,5,Close stop 5%
2024-08-02,2024-08-05,2024-08-07,NFP,-61.0,-34.85714285714286,1,59.16251588586434,52.499813079833984,-11.261696204542693,0.3,-11.561696204542693,True,2,close,5,Close stop 5%
2024-06-07,2024-06-10,2024-06-13,NFP,92.0,51.11111111111111,-1,45.57570338607362,49.873878479003906,-8.618088714996864,0.3,-8.918088714996864,True,2,close,5,Close stop 5%
2024-05-03,2024-05-06,2024-05-09,NFP,-65.0,-27.083333333333332,1,44.259751496830354,44.18400840044207,-0.17113312620770094,0.3,-0.4711331262077009,False,2,close,5,Close stop 5%
2024-04-05,2024-04-08,2024-04-11,NFP,103.0,51.5,-1,46.52244033103426,45.10233964220242,3.148618674990078,0.3,2.848618674990078,False,2,close,5,Close stop 5%
2024-03-08,2024-03-11,2024-03-14,NFP,75.0,37.5,-1,54.36421803846819,50.52541650963413,7.59776325268311,0.3,7.29776325268311,False,2,close,5,Close stop 5%
2024-02-02,2024-02-05,2024-02-08,NFP,173.0,96.11111111111111,-1,52.520082491726086,51.40044021606445,2.178273709242884,0.3,1.8782737092428838,False,2,close,5,Close stop 5%
2024-01-05,2024-01-08,2024-01-11,NFP,46.0,27.058823529411764,-1,55.71908936335049,55.38037195264178,0.6116199634743635,0.3,0.31161996347436355,False,2,close,5,Close stop 5%
2023-10-06,2023-10-09,2023-10-11,NFP,166.0,97.6470588235294,-1,40.53015117969509,44.732582092285156,-9.394563684967439,0.3,-9.69456368496744,True,2,close,5,Close stop 5%
2023-06-02,2023-06-05,2023-06-08,NFP,149.0,78.42105263157895,-1,69.93567341678434,68.92343800666504,1.4686374321916773,0.3,1.1686374321916773,False,2,close,5,Close stop 5%
2023-05-05,2023-05-08,2023-05-11,NFP,73.0,40.55555555555556,-1,74.99678909345268,78.67762582592238,-4.6783779935272936,0.3,-4.978377993527293,False,2,close,5,Close stop 5%
2023-03-10,2023-03-13,2023-03-16,NFP,106.0,51.707317073170735,-1,86.9837687592222,84.7839480335236,2.594619355103389,0.3,2.2946193551033893,False,2,close,5,Close stop 5%
2023-02-03,2023-02-06,2023-02-09,NFP,329.0,175.0,-1,82.30918487888704,84.05068830390688,-2.0719680708895405,0.3,-2.3719680708895403,False,2,close,5,Close stop 5%
2022-12-02,2022-12-05,2022-12-07,NFP,63.0,31.5,-1,84.80344093121262,93.28377532958984,-9.090899642959926,0.3,-9.390899642959926,True,2,close,5,Close stop 5%
2022-11-04,2022-11-07,2022-11-10,NFP,61.0,30.5,-1,61.55087687255285,68.02511596679688,-9.517424560369891,0.3,-9.817424560369892,True,2,close,5,Close stop 5%
2022-08-05,2022-08-08,2022-08-11,NFP,278.0,111.20000000000002,-1,121.38788042668337,118.7529724294852,2.2188143532682947,0.3,1.9188143532682946,False,2,close,5,Close stop 5%
2022-07-08,2022-07-11,2022-07-13,NFP,104.0,38.80597014925373,-1,110.48478054304734,118.57125854492188,-6.819930985898148,0.3,-7.119930985898148,True,2,close,5,Close stop 5%
2022-06-03,2022-06-06,2022-06-09,NFP,65.0,20.0,-1,116.02784778225806,111.76745417737177,3.8118373870493327,0.3,3.511837387049333,False,2,close,5,Close stop 5%
2022-05-06,2022-05-09,2022-05-11,NFP,48.0,12.631578947368421,-1,109.77322454498794,124.82059478759766,-12.055198317405269,0.3,-12.35519831740527,True,2,close,5,Close stop 5%
2022-04-01,2022-04-04,2022-04-06,NFP,-59.0,-12.040816326530612,1,177.30506250680932,159.44764709472656,-10.071576727481734,0.3,-10.371576727481735,True,2,close,5,Close stop 5%
2022-03-04,2022-03-07,2022-03-10,NFP,278.0,69.5,-1,208.68375266198757,189.66313026501393,10.02863464838757,0.3,9.728634648387569,False,2,close,5,Close stop 5%
2022-02-04,2022-02-07,2022-02-10,NFP,67.0,16.75,-1,209.58950718745825,203.7021412132853,2.8901836471167064,0.3,2.5901836471167066,False,2,close,5,Close stop 5%
2022-01-07,2022-01-10,2022-01-13,NFP,-201.0,-50.24999999999999,1,222.63223764919942,230.96507058629226,3.742868968609492,0.3,3.442868968609492,False,2,close,5,Close stop 5%
2021-12-03,2021-12-06,2021-12-08,NFP,-340.0,-61.81818181818181,1,288.36960999347036,256.670654296875,-10.99247444878575,0.3,-11.29247444878575,True,2,close,5,Close stop 5%
2021-11-05,2021-11-08,2021-11-11,NFP,81.0,18.0,-1,261.7424708549223,258.84431319237547,1.1196528240482895,0.3,0.8196528240482894,False,2,close,5,Close stop 5%
2021-10-08,2021-10-11,2021-10-14,NFP,-306.0,-61.199999999999996,1,225.24344849413143,243.53827325723063,8.122245013299857,0.3,7.822245013299857,False,2,close,5,Close stop 5%
2021-09-03,2021-09-07,2021-09-10,NFP,-515.0,-68.66666666666667,1,254.4549464051453,262.96696716853535,3.345197601243366,0.3,3.045197601243366,False,2,close,5,Close stop 5%
2021-08-06,2021-08-09,2021-08-12,NFP,73.0,8.39080459770115,-1,259.1637555836103,248.38788159270374,4.3383251718279725,0.3,4.038325171827973,False,2,close,5,Close stop 5%
2021-07-02,2021-07-06,2021-07-08,NFP,150.0,21.428571428571427,-1,247.57286447682048,262.6953125,-5.756649359009602,0.3,-6.056649359009602,True,2,close,5,Close stop 5%
2021-06-04,2021-06-07,2021-06-10,NFP,-116.0,-17.185185185185183,1,217.84444111332314,223.72725403969235,2.7004650182048673,0.3,2.4004650182048675,False,2,close,5,Close stop 5%
2021-05-07,2021-05-10,2021-05-12,NFP,-724.0,-73.13131313131314,1,215.12930179911544,199.8341064453125,-7.109768509398762,0.3,-7.409768509398762,True,2,close,5,Close stop 5%
2021-04-02,2021-04-05,2021-04-08,NFP,256.0,38.78787878787879,-1,203.9067466498506,207.61742735753165,-1.787268417159904,0.3,-2.087268417159904,False,2,close,5,Close stop 5%
2021-03-05,2021-03-08,2021-03-11,NFP,197.0,108.24175824175823,-1,214.8944222604215,216.34154362153996,-0.6689059054002189,0.3,-0.9689059054002189,False,2,close,5,Close stop 5%
2021-02-05,2021-02-08,2021-02-11,NFP,-56.0,-53.333333333333336,1,263.37234411979995,270.6077425602074,2.7472126827091214,0.3,2.4472126827091216,False,2,close,5,Close stop 5%
2020-12-04,2020-12-07,2020-12-10,NFP,-224.0,-47.76119402985074,1,302.8067171699398,314.20170423949804,3.763122290039278,0.3,3.463122290039278,False,2,close,5,Close stop 5%
2020-11-06,2020-11-09,2020-11-12,NFP,38.0,6.333333333333334,-1,301.7637444670254,307.15232143360925,-1.7543663487331274,0.3,-2.054366348733127,False,2,close,5,Close stop 5%
2020-10-02,2020-10-05,2020-10-08,NFP,-198.0,-23.050058207217695,1,333.57411744793086,326.88169089153376,-2.006278726778543,0.3,-2.306278726778543,False,2,close,5,Close stop 5%
2020-08-07,2020-08-10,2020-08-13,NFP,163.0,10.1875,-1,395.6303832990513,362.429374047077,9.160683882002818,0.3,8.860683882002817,False,2,close,5,Close stop 5%
2020-07-02,2020-07-06,2020-07-09,NFP,1800.0,60.0,-1,343.7430257194088,374.7711181640625,-8.279211214742165,0.3,-8.579211214742166,True,2,close,5,Close stop 5%
2020-06-05,2020-06-08,2020-06-10,NFP,10009.0,-133.45333333333335,-1,300.8077459274235,334.9646301269531,-10.19716146943156,0.3,-10.49716146943156,True,2,close,5,Close stop 5%
2020-05-08,2020-05-11,2020-05-14,NFP,500.0,-2.380952380952381,-1,354.25950920336834,377.3785095214844,-6.126210087434735,0.3,-6.426210087434735,True,2,close,5,Close stop 5%
2020-04-03,2020-04-06,2020-04-09,NFP,-601.0,601.0,1,381.2027472465899,360.0826880163549,-5.540374350075982,0.3,-5.840374350075982,False,2,close,5,Close stop 5%
2020-03-06,2020-03-09,2020-03-12,NFP,98.0,56.00000000000001,-1,500.9469297715622,355.52744185873104,40.902465124088415,0.3,40.60246512408842,False,2,close,5,Close stop 5%
2020-02-07,2020-02-10,2020-02-13,NFP,60.0,36.36363636363637,-1,273.58274215854266,264.3910412013621,3.476555376239121,0.3,3.176555376239121,False,2,close,5,Close stop 5%
2024-10-10,2024-10-11,2024-10-16,CPI,0.10000000000000009,4.347826086956526,-1,48.204685808459956,50.92599105834961,-5.343647110905813,0.3,-5.643647110905813,True,2,close,5,Close stop 5%
2024-09-11,2024-09-12,2024-09-17,CPI,-0.10000000000000009,-3.8461538461538494,1,59.84978440790846,61.72069337240985,3.1260078595273466,0.3,2.826007859527347,False,2,close,5,Close stop 5%
2024-08-14,2024-08-15,2024-08-20,CPI,-0.10000000000000009,-3.333333333333336,1,53.196627975081945,56.34661899260603,5.921411069512872,0.3,5.621411069512872,False,2,close,5,Close stop 5%
2024-07-11,2024-07-12,2024-07-17,CPI,-0.10000000000000009,-3.2258064516129057,1,49.015734147184965,49.559819986282896,1.1100228295349845,0.3,0.8100228295349845,False,2,close,5,Close stop 5%
2024-06-12,2024-06-13,2024-06-18,CPI,-0.10000000000000009,-2.941176470588238,1,48.87980987519148,49.826539430721276,1.9368519598319978,0.3,1.6368519598319977,False,2,close,5,Close stop 5%
2024-04-10,2024-04-11,2024-04-16,CPI,0.10000000000000009,2.941176470588238,-1,45.10233964220242,41.59942591358117,8.420581899130575,0.3,8.120581899130574,False,2,close,5,Close stop 5%
2024-03-12,2024-03-13,2024-03-18,CPI,0.10000000000000009,3.2258064516129057,-1,51.861463190811214,48.88827708307593,6.081593144882058,0.3,5.781593144882058,False,2,close,5,Close stop 5%
2024-02-13,2024-02-14,2024-02-20,CPI,0.20000000000000018,6.896551724137938,-1,48.4836940583035,49.16113641995833,-1.3780038684781282,0.3,-1.6780038684781282,False,2,close,5,Close stop 5%
2024-01-11,2024-01-12,2024-01-18,CPI,0.19999999999999973,6.249999999999992,-1,56.43415951778417,52.331910467991385,7.838905579993893,0.3,7.5389055799938935,False,2,close,5,Close stop 5%
2023-11-14,2023-11-15,2023-11-20,CPI,-0.09999999999999964,-3.0303030303030196,1,44.63919016022738,45.47967793591277,1.8828472753841474,0.3,1.5828472753841474,False,2,close,5,Close stop 5%
2023-10-12,2023-10-13,2023-10-18,CPI,0.10000000000000009,2.77777777777778,-1,43.238380432128906,38.5690075103432,12.106541555505434,0.3,11.806541555505433,False,2,close,5,Close stop 5%
2023-09-13,2023-09-14,2023-09-19,CPI,0.10000000000000009,2.77777777777778,-1,54.24998616821242,52.670512287312214,2.99878207427402,0.3,2.6987820742740203,False,2,close,5,Close stop 5%
2023-08-10,2023-08-11,2023-08-16,CPI,-0.09999999999999964,-3.0303030303030196,1,56.93471089995438,55.17575213904208,-3.0894312680416314,0.3,-3.389431268041631,False,2,close,5,Close stop 5%
2023-07-12,2023-07-13,2023-07-18,CPI,-0.10000000000000009,-3.2258064516129057,1,69.15484448106056,70.08062040233608,1.3387000263286764,0.3,1.0387000263286763,False,2,close,5,Close stop 5%
2023-06-13,2023-06-14,2023-06-20,CPI,-0.09999999999999964,-2.439024390243894,1,70.39576742329596,73.15639122197594,3.921576395467219,0.3,3.621576395467219,False,2,close,5,Close stop 5%
2023-05-10,2023-05-11,2023-05-15,CPI,-0.09999999999999964,-1.9999999999999927,1,78.67762582592238,74.07659149169922,-5.847957771886946,0.3,-6.147957771886946,True,2,close,5,Close stop 5%
2023-04-12,2023-04-13,2023-04-17,CPI,-0.20000000000000018,-3.8461538461538494,1,83.73874966756405,76.28509521484375,-8.90108161670755,0.3,-9.201081616707551,True,2,close,5,Close stop 5%
2023-02-14,2023-02-15,2023-02-21,CPI,0.20000000000000018,3.2258064516129057,-1,77.17630546932328,71.40185272506643,8.087258977006439,0.3,7.787258977006439,False,2,close,5,Close stop 5%
2022-12-13,2022-12-14,2022-12-19,CPI,-0.20000000000000018,-2.739726027397263,1,88.54206915667308,83.25326538085938,-5.973210052788913,0.3,-6.2732100527889125,True,2,close,5,Close stop 5%
2022-11-10,2022-11-11,2022-11-16,CPI,-0.20000000000000018,-2.531645569620255,1,66.83968667635486,71.76375316899893,7.366980214145746,0.3,7.0669802141457465,False,2,close,5,Close stop 5%
2022-10-13,2022-10-14,2022-10-19,CPI,0.09999999999999964,1.2345679012345634,-1,73.13156799123543,66.74851675187335,9.562836074829972,0.3,9.262836074829972,False,2,close,5,Close stop 5%
2022-09-13,2022-09-14,2022-09-19,CPI,0.20000000000000107,2.469135802469149,-1,91.3134910661508,90.31404832596458,1.1066304287224549,0.3,0.8066304287224548,False,2,close,5,Close stop 5%
2022-08-10,2022-08-11,2022-08-16,CPI,-0.1999999999999993,-2.2988505747126355,1,118.7529724294852,113.5740005703167,-4.361130296964766,0.3,-4.661130296964766,False,2,close,5,Close stop 5%
2022-07-13,2022-07-14,2022-07-19,CPI,0.29999999999999893,3.409090909090897,-1,114.21001714532352,113.57399831682672,0.5600039075163599,0.3,0.2600039075163599,False,2,close,5,Close stop 5%
2022-06-10,2022-06-13,2022-06-16,CPI,0.29999999999999893,3.614457831325288,-1,104.96894932534977,96.26684691350329,9.039563142299034,0.3,8.739563142299033,False,2,close,5,Close stop 5%
2022-05-11,2022-05-12,2022-05-17,CPI,0.20000000000000107,2.469135802469149,-1,125.4550994121891,114.94010458361738,9.148238438326972,0.3,8.848238438326971,False,2,close,5,Close stop 5%
2022-04-12,2022-04-13,2022-04-19,CPI,0.09999999999999964,1.1904761904761862,-1,143.22187607822357,129.7155423144457,10.412270976007587,0.3,10.112270976007586,False,2,close,5,Close stop 5%
2022-02-10,2022-02-11,2022-02-16,CPI,0.20000000000000018,2.739726027397263,-1,200.16972893434345,195.64098299738978,2.3148247711544556,0.3,2.014824771154456,False,2,close,5,Close stop 5%
2021-11-10,2021-11-11,2021-11-16,CPI,0.2999999999999998,5.0847457627118615,-1,258.84431319237547,244.26283737621839,5.969584228524449,0.3,5.6695842285244495,False,2,close,5,Close stop 5%
2021-10-13,2021-10-14,2021-10-19,CPI,0.10000000000000053,1.8867924528301987,-1,243.53827325723063,239.64386968036027,1.625079574146726,0.3,1.325079574146726,False,2,close,5,Close stop 5%
2021-08-11,2021-08-12,2021-08-16,CPI,0.10000000000000053,1.8867924528301987,-1,248.38788159270374,262.5141906738281,-5.381160174566036,0.3,-5.681160174566036,True,2,close,5,Close stop 5%
2021-07-13,2021-07-14,2021-07-19,CPI,0.5,10.20408163265306,-1,248.75015682610842,276.8216247558594,-10.140634047108266,0.3,-10.440634047108267,True,2,close,5,Close stop 5%
2021-06-10,2021-06-11,2021-06-16,CPI,0.2999999999999998,6.382978723404251,-1,230.87714138632947,226.2613611633137,2.040021415624804,0.3,1.7400214156248042,False,2,close,5,Close stop 5%
2021-05-12,2021-05-13,2021-05-18,CPI,0.6000000000000001,16.666666666666668,-1,200.7390980750769,203.09219866895214,-1.1586366238079293,0.3,-1.4586366238079294,False,2,close,5,Close stop 5%
2021-04-13,2021-04-14,2021-04-19,CPI,0.10000000000000009,4.0000000000000036,-1,210.5135955810547,213.50022736315023,-1.3988892747245019,0.3,-1.698889274724502,False,2,close,5,Close stop 5%
2021-02-10,2021-02-11,2021-02-16,CPI,-0.10000000000000009,-6.666666666666672,1,270.6077425602074,245.4644012451172,-9.291434560301271,0.3,-9.591434560301272,True,2,close,5,Close stop 5%
2021-01-13,2021-01-14,2021-01-20,CPI,0.09999999999999987,7.692307692307682,-1,286.9781321490843,282.9986307139781,1.40619105649602,0.3,1.10619105649602,False,2,close,5,Close stop 5%
2020-10-13,2020-10-14,2020-10-19,CPI,0.09999999999999987,7.692307692307682,-1,341.2224982713594,329.57605005115266,3.5337665520292383,0.3,3.2337665520292385,False,2,close,5,Close stop 5%
2020-06-10,2020-06-11,2020-06-16,CPI,-0.1,-50.0,1,349.913842706137,330.0106201171875,-5.68803521318948,0.3,-5.988035213189479,True,2,close,5,Close stop 5%
2020-04-10,2020-04-13,2020-04-16,CPI,-0.10000000000000009,-6.250000000000005,1,363.2116152118612,394.0659149619198,8.494854915931382,0.3,8.194854915931382,False,2,close,5,Close stop 5%
2020-03-11,2020-03-12,2020-03-16,CPI,0.09999999999999964,4.545454545454529,-1,355.52744185873104,373.9108581542969,-4.916523790271898,0.3,-5.216523790271898,True,2,close,5,Close stop 5%
2020-02-13,2020-02-14,2020-02-20,CPI,0.10000000000000009,4.1666666666666705,-1,271.41489992055836,278.87228570534614,-2.6741222297963274,0.3,-2.9741222297963272,False,2,close,5,Close stop 5%
